sit-out	TOLERATE ABSTAIN_AVOID_REFRAIN
retrain	TEACH STUDY
posit	PUT_APPLY_PLACE_PAVE SUPPOSE PROPOSE
make-a-motion	PROPOSE
propound	PROPOSE
proposition	PROPOSE
nominate	ASSIGN PROPOSE
adumbrate	SUMMARIZE PROPOSE
insinuate	ENTER PROPOSE
cuddle	LIE TOUCH
nuzzle	DIG_UP LIE TOUCH
whisk-off	REMOVE_TAKE_AWAY_KIDNAP TOUCH
caress	TOUCH
fondle	TOUCH
bosom	CLOUD_SHADOW_HIDE TOUCH
rub	TOUCH
manipulate	FAKE DECEIVE MANAGE TOUCH
pink	CUT MAKE_A_SOUND TOUCH
shave	CUT REDUCE_DIMINISH TOUCH
kiss	TOUCH
snog	TOUCH
buss	TOUCH
gnash	TOUCH
dab	PUT_APPLY_PLACE_PAVE TOUCH
pat	TOUCH
knead	SHAPE TOUCH
palm	TOUCH
poke-at	TOUCH
canoodle	TOUCH
breast	FACE_CHALLENGE REACH TOUCH
smooch	TOUCH
gentle	ASSIGN MAKE_RELAX TOUCH
diddle	STEAL_DEPRIVE TOUCH
commercialize	SELL BENEFIT_EXPLOIT
commercialise	SELL
traffic	SELL
finance	PAY SELL
undersell	SELL
scalp	SELL REMOVE_TAKE_AWAY_KIDNAP
privatize	SELL
privatise	SELL
underprice	SELL
sell-up	SELL
liquidize	SELL CHANGE_APPEARANCE/STATE
sell-off	SELL
resell	SELL
bootleg	SELL MOUNT_ASSEMBLE_PRODUCE
retail	SELL
foist-off	SELL
palm-off	SELL
fob-off	SELL
peddle	SELL
monger	SELL
huckster	QUARREL_POLEMICIZE SELL
hawk	HUNT SELL REMOVE_TAKE_AWAY_KIDNAP
vend	SELL
auction	SELL
auction-off	SELL
auctioneer	SELL
deaccession	SELL
wholesale	SELL
denationalize	SELL
denationalise	SELL
redispose	SELL
remainder	SELL
de-access	SELL
merchandise	SELL
pawn	SELL
hock	HURT_HARM_ACHE SELL
black-market	SELL
nutrify	NOURISH_FEED
aliment	NOURISH_FEED
nourish	NOURISH_FEED
cater	LOAD_PROVIDE_CHARGE_FURNISH NOURISH_FEED
spoonfeed	TEACH NOURISH_FEED
nurture	NOURISH_FEED DEVELOP_AGE INCREASE_ENLARGE_MULTIPLY
bottlefeed	NOURISH_FEED
breastfeed	NOURISH_FEED
suckle	ATTRACT_SUCK NOURISH_FEED
wet-nurse	NOURISH_FEED
lactate	NOURISH_FEED
give-suck	NOURISH_FEED
overfeed	NOURISH_FEED
fodder	NOURISH_FEED
piddle-away	SPEND_TIME_PASS_TIME
winter	SPEND_TIME_PASS_TIME
overwinter	SPEND_TIME_PASS_TIME
weekend	SPEND_TIME_PASS_TIME
wear-on	SPEND_TIME_PASS_TIME
summer	SPEND_TIME_PASS_TIME
while-away	SPEND_TIME_PASS_TIME
sojourn	SPEND_TIME_PASS_TIME
elapse	SPEND_TIME_PASS_TIME
lapse	FINISH_CONCLUDE_END SPEND_TIME_PASS_TIME CHANGE_APPEARANCE/STATE WORSEN FALL_SLIDE_DOWN DECREASE
slip-by	SPEND_TIME_PASS_TIME
glide-by	SPEND_TIME_PASS_TIME
slide-by	SPEND_TIME_PASS_TIME
hang-out	SPEND_TIME_PASS_TIME
deep-six	DISCARD THROW
throw-overboard	GIVE_UP_ABOLISH_ABANDON THROW
flap-down	THROW
knuckle	PRESS_PUSH_FOLD THROW
slush	MAKE_A_SOUND THROW
slosh-around	THROW
slush-around	THROW
egg	COVER_SPREAD_SURMOUNT THROW
precipitate	SEPARATE_FILTER_DETACH WORSEN THROW FALL_SLIDE_DOWN METEOROLOGICAL
defenestrate	THROW
shuttlecock	THROW
sky	THROW
jettison	DISCARD THROW
snowball	THROW INCREASE_ENLARGE_MULTIPLY
blast-off	THROW
bandy	THROW FIGHT DISCUSS
premiss	SUPPOSE
take-for-granted	SUPPOSE
allegorize	REPRESENT INTERPRET
allegorise	REPRESENT INTERPRET
demythologize	INTERPRET
demythologise	INTERPRET
romanticise	EMBELLISH INTERPRET
glamorize	EMBELLISH INTERPRET
glamourise	EMBELLISH INTERPRET
construe	INTERPRET
relativize	INTERPRET
relativise	INTERPRET
mythicize	EXALT INTERPRET
mythicise	EXALT INTERPRET
reinterpret	INTERPRET
re-explain	INTERPRET
misinterpret	INTERPRET
literalize	INTERPRET
literalise	INTERPRET
read-between-the-lines	INTERPRET
misconstrue	INTERPRET
misconceive	INTERPRET
misunderstand	INTERPRET
misapprehend	INTERPRET
be-amiss	INTERPRET
decode	INTERPRET
decrypt	INTERPRET
commentate	LOAD_PROVIDE_CHARGE_FURNISH INTERPRET
scry	INTERPRET
hypostatize	INTERPRET
hypostatise	INTERPRET
sugarcoat	COVER_SPREAD_SURMOUNT INTERPRET
rationalize-away	INTERPRET
rationalise-away	INTERPRET
spiritualize	EXALT CHANGE_APPEARANCE/STATE INTERPRET
spiritualise	CHANGE_APPEARANCE/STATE INTERPRET
rede	WARN INTERPRET
cinematize	INTERPRET
cinematise	INTERPRET
deconstruct	INTERPRET
decaffeinate	REMOVE_TAKE_AWAY_KIDNAP
hypophysectomize	REMOVE_TAKE_AWAY_KIDNAP
hypophysectomise	REMOVE_TAKE_AWAY_KIDNAP
strip	STEAL_DEPRIVE EMPTY_UNLOAD REMOVE_TAKE_AWAY_KIDNAP
cheque	REMOVE_TAKE_AWAY_KIDNAP
pulp	REMOVE_TAKE_AWAY_KIDNAP CHANGE_APPEARANCE/STATE
unsanctify	REMOVE_TAKE_AWAY_KIDNAP
degas	REMOVE_TAKE_AWAY_KIDNAP
overdraw	REMOVE_TAKE_AWAY_KIDNAP INCREASE_ENLARGE_MULTIPLY
slip-off	REMOVE_TAKE_AWAY_KIDNAP
unstring	REMOVE_TAKE_AWAY_KIDNAP
unclutter	REMOVE_TAKE_AWAY_KIDNAP
burl	REMOVE_TAKE_AWAY_KIDNAP
destain	REMOVE_TAKE_AWAY_KIDNAP
wipe-off	CANCEL_ELIMINATE REMOVE_TAKE_AWAY_KIDNAP
wipe-away	REMOVE_TAKE_AWAY_KIDNAP
undress	REMOVE_TAKE_AWAY_KIDNAP
discase	REMOVE_TAKE_AWAY_KIDNAP
uncase	REMOVE_TAKE_AWAY_KIDNAP
unclothe	EXPOSE REMOVE_TAKE_AWAY_KIDNAP
strip-down	REMOVE_TAKE_AWAY_KIDNAP
disrobe	REMOVE_TAKE_AWAY_KIDNAP
decalcify	LOSE REMOVE_TAKE_AWAY_KIDNAP
degrease	REMOVE_TAKE_AWAY_KIDNAP
delouse	REMOVE_TAKE_AWAY_KIDNAP
outspan	REMOVE_TAKE_AWAY_KIDNAP
cart-off	REMOVE_TAKE_AWAY_KIDNAP
cart-away	REMOVE_TAKE_AWAY_KIDNAP
haul-off	REMOVE_TAKE_AWAY_KIDNAP
haul-away	REMOVE_TAKE_AWAY_KIDNAP
unyoke	REMOVE_TAKE_AWAY_KIDNAP
bur	REMOVE_TAKE_AWAY_KIDNAP
burr	REMOVE_TAKE_AWAY_KIDNAP
pit	HURT_HARM_ACHE FACE_CHALLENGE REMOVE_TAKE_AWAY_KIDNAP
devein	REMOVE_TAKE_AWAY_KIDNAP
dislocate	HURT_HARM_ACHE REMOVE_TAKE_AWAY_KIDNAP
clear-the-throat	REMOVE_TAKE_AWAY_KIDNAP
unhand	REMOVE_TAKE_AWAY_KIDNAP
scum	REMOVE_TAKE_AWAY_KIDNAP
clinker	CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY REMOVE_TAKE_AWAY_KIDNAP
de-ionate	REMOVE_TAKE_AWAY_KIDNAP
pare	DECREASE REMOVE_TAKE_AWAY_KIDNAP CUT
defat	REMOVE_TAKE_AWAY_KIDNAP
achromatize	REMOVE_TAKE_AWAY_KIDNAP
achromatise	REMOVE_TAKE_AWAY_KIDNAP
extricate	REMOVE_TAKE_AWAY_KIDNAP
untangle	REMOVE_TAKE_AWAY_KIDNAP RESTORE_STATE_UNDO_UNWIND
disencumber	REMOVE_TAKE_AWAY_KIDNAP
unhook	REMOVE_TAKE_AWAY_KIDNAP
de-iodinate	REMOVE_TAKE_AWAY_KIDNAP
destalinize	REMOVE_TAKE_AWAY_KIDNAP
destalinise	REMOVE_TAKE_AWAY_KIDNAP
excise	CHARGE CANCEL_ELIMINATE REMOVE_TAKE_AWAY_KIDNAP
oxygenize	COMBINE_MIX_UNITE CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY REMOVE_TAKE_AWAY_KIDNAP
oxygenise	COMBINE_MIX_UNITE CONVERT_CHEMICALLY/BIOLOGICALLY/PHYSICALLY REMOVE_TAKE_AWAY_KIDNAP
draw-off	REMOVE_TAKE_AWAY_KIDNAP
deforest	REMOVE_TAKE_AWAY_KIDNAP
disforest	REMOVE_TAKE_AWAY_KIDNAP
disafforest	REMOVE_TAKE_AWAY_KIDNAP
garnishee	REMOVE_TAKE_AWAY_KIDNAP
garnish	EMBELLISH REMOVE_TAKE_AWAY_KIDNAP
bleach	COLOR REMOVE_TAKE_AWAY_KIDNAP
bleach-out	REMOVE_TAKE_AWAY_KIDNAP
decolor	REMOVE_TAKE_AWAY_KIDNAP
decolour	REMOVE_TAKE_AWAY_KIDNAP
decolorize	REMOVE_TAKE_AWAY_KIDNAP
decolourize	REMOVE_TAKE_AWAY_KIDNAP
decolorise	REMOVE_TAKE_AWAY_KIDNAP
decolourise	REMOVE_TAKE_AWAY_KIDNAP
discolorize	REMOVE_TAKE_AWAY_KIDNAP
discolourise	REMOVE_TAKE_AWAY_KIDNAP
discolorise	REMOVE_TAKE_AWAY_KIDNAP
declaw	REMOVE_TAKE_AWAY_KIDNAP
shanghai	REMOVE_TAKE_AWAY_KIDNAP
impress	TEACH REMOVE_TAKE_AWAY_KIDNAP CAUSE_MENTAL_STATE COLOR PRINT SEEM
tusk	HOLE_PIERCE REMOVE_TAKE_AWAY_KIDNAP
detusk	REMOVE_TAKE_AWAY_KIDNAP
denitrify	REMOVE_TAKE_AWAY_KIDNAP
bus	REMOVE_TAKE_AWAY_KIDNAP MOVE_BY_MEANS_OF
fettle	REMOVE_TAKE_AWAY_KIDNAP
skive	REMOVE_TAKE_AWAY_KIDNAP
abscise	REMOVE_TAKE_AWAY_KIDNAP
attach	ATTACH REMOVE_TAKE_AWAY_KIDNAP BEFRIEND
confiscate	REMOVE_TAKE_AWAY_KIDNAP
dehorn	REMOVE_TAKE_AWAY_KIDNAP
leave-off	FINISH_CONCLUDE_END MISS_OMIT_LACK REMOVE_TAKE_AWAY_KIDNAP
unmask	REVEAL REMOVE_TAKE_AWAY_KIDNAP
flesh	REMOVE_TAKE_AWAY_KIDNAP
denude	REMOVE_TAKE_AWAY_KIDNAP
denudate	REMOVE_TAKE_AWAY_KIDNAP
flense	REMOVE_TAKE_AWAY_KIDNAP
deaerate	REMOVE_TAKE_AWAY_KIDNAP
de-aerate	REMOVE_TAKE_AWAY_KIDNAP
delocalize	REMOVE_TAKE_AWAY_KIDNAP
descale	REMOVE_TAKE_AWAY_KIDNAP
denazify	REMOVE_TAKE_AWAY_KIDNAP
deaminate	REMOVE_TAKE_AWAY_KIDNAP
deaminize	REMOVE_TAKE_AWAY_KIDNAP
enucleate	REMOVE_TAKE_AWAY_KIDNAP
desulfurize	REMOVE_TAKE_AWAY_KIDNAP
desulphurize	REMOVE_TAKE_AWAY_KIDNAP
deplume	REMOVE_TAKE_AWAY_KIDNAP
displume	REMOVE_TAKE_AWAY_KIDNAP
doff	REMOVE_TAKE_AWAY_KIDNAP
divest	REDUCE_DIMINISH STEAL_DEPRIVE REMOVE_TAKE_AWAY_KIDNAP
disinvest	REDUCE_DIMINISH REMOVE_TAKE_AWAY_KIDNAP
stem	ORIENT BLOCK REMOVE_TAKE_AWAY_KIDNAP
decorticate	REMOVE_TAKE_AWAY_KIDNAP
demagnetize	CANCEL_ELIMINATE REMOVE_TAKE_AWAY_KIDNAP
demagnetise	CANCEL_ELIMINATE REMOVE_TAKE_AWAY_KIDNAP
degauss	REMOVE_TAKE_AWAY_KIDNAP
unbridle	REMOVE_TAKE_AWAY_KIDNAP
disarm	STEAL_DEPRIVE WEAKEN REMOVE_TAKE_AWAY_KIDNAP
chop-off	REMOVE_TAKE_AWAY_KIDNAP
lop-off	REMOVE_TAKE_AWAY_KIDNAP
detoxicate	REMOVE_TAKE_AWAY_KIDNAP
resect	REMOVE_TAKE_AWAY_KIDNAP
eviscerate	WEAKEN EMPTY_UNLOAD REMOVE_TAKE_AWAY_KIDNAP
hull	REMOVE_TAKE_AWAY_KIDNAP
whisk-away	REMOVE_TAKE_AWAY_KIDNAP
debone	REMOVE_TAKE_AWAY_KIDNAP
decarboxylate	LOSE REMOVE_TAKE_AWAY_KIDNAP
draw-away	OVERCOME_SURPASS REMOVE_TAKE_AWAY_KIDNAP
muck	COVER_SPREAD_SURMOUNT REMOVE_TAKE_AWAY_KIDNAP DIRTY
estrange	AROUSE_WAKE_ENLIVEN REMOVE_TAKE_AWAY_KIDNAP
disembowel	REMOVE_TAKE_AWAY_KIDNAP
deionize	REMOVE_TAKE_AWAY_KIDNAP
dechlorinate	REMOVE_TAKE_AWAY_KIDNAP
autotomize	REMOVE_TAKE_AWAY_KIDNAP
autotomise	REMOVE_TAKE_AWAY_KIDNAP
deplumate	REMOVE_TAKE_AWAY_KIDNAP
gut	EMPTY_UNLOAD REMOVE_TAKE_AWAY_KIDNAP
dehydrogenate	REMOVE_TAKE_AWAY_KIDNAP
amputate	REMOVE_TAKE_AWAY_KIDNAP
subtract	CANCEL_ELIMINATE REMOVE_TAKE_AWAY_KIDNAP
unsex	WEAKEN REMOVE_TAKE_AWAY_KIDNAP CASTRATE
desalinate	REMOVE_TAKE_AWAY_KIDNAP
desalt	REMOVE_TAKE_AWAY_KIDNAP
desalinize	REMOVE_TAKE_AWAY_KIDNAP
desalinise	REMOVE_TAKE_AWAY_KIDNAP
shuck	REMOVE_TAKE_AWAY_KIDNAP
kern	LOAD_PROVIDE_CHARGE_FURNISH REMOVE_TAKE_AWAY_KIDNAP
depolarize	REMOVE_TAKE_AWAY_KIDNAP
depolarise	REMOVE_TAKE_AWAY_KIDNAP
delist	REMOVE_TAKE_AWAY_KIDNAP
decerebrate	REMOVE_TAKE_AWAY_KIDNAP
decouple	SEPARATE_FILTER_DETACH DISTINGUISH_DIFFER REMOVE_TAKE_AWAY_KIDNAP
dislodge	TURN_CHANGE_DIRECTION REMOVE_TAKE_AWAY_KIDNAP
scoop-out	CAVE_CARVE REMOVE_TAKE_AWAY_KIDNAP
lift-out	REMOVE_TAKE_AWAY_KIDNAP
scoop-up	REMOVE_TAKE_AWAY_KIDNAP
denaturalize	REMOVE_TAKE_AWAY_KIDNAP CHANGE_APPEARANCE/STATE
denaturalise	REMOVE_TAKE_AWAY_KIDNAP CHANGE_APPEARANCE/STATE
weed	REMOVE_TAKE_AWAY_KIDNAP
decarbonate	REMOVE_TAKE_AWAY_KIDNAP
decarbonize	REMOVE_TAKE_AWAY_KIDNAP
decarbonise	REMOVE_TAKE_AWAY_KIDNAP
decarburize	REMOVE_TAKE_AWAY_KIDNAP
decarburise	REMOVE_TAKE_AWAY_KIDNAP
decoke	REMOVE_TAKE_AWAY_KIDNAP
deglycerolize	REMOVE_TAKE_AWAY_KIDNAP
deglycerolise	REMOVE_TAKE_AWAY_KIDNAP
deoxygenate	REMOVE_TAKE_AWAY_KIDNAP
pith	REMOVE_TAKE_AWAY_KIDNAP
unsaddle	REMOVE_TAKE_AWAY_KIDNAP
offsaddle	REMOVE_TAKE_AWAY_KIDNAP
ladle	PUT_APPLY_PLACE_PAVE REMOVE_TAKE_AWAY_KIDNAP
lade	FILL REMOVE_TAKE_AWAY_KIDNAP
laden	FILL REMOVE_TAKE_AWAY_KIDNAP
unmuzzle	REMOVE_TAKE_AWAY_KIDNAP
deoxidize	REMOVE_TAKE_AWAY_KIDNAP
deoxidise	REMOVE_TAKE_AWAY_KIDNAP
epilate	REMOVE_TAKE_AWAY_KIDNAP
depilate	REMOVE_TAKE_AWAY_KIDNAP
husk	REMOVE_TAKE_AWAY_KIDNAP
uncloak	REVEAL REMOVE_TAKE_AWAY_KIDNAP
defibrinate	REMOVE_TAKE_AWAY_KIDNAP
demineralize	REMOVE_TAKE_AWAY_KIDNAP
demineralise	REMOVE_TAKE_AWAY_KIDNAP
defang	REMOVE_TAKE_AWAY_KIDNAP
weed-out	REMOVE_TAKE_AWAY_KIDNAP
comb-out	STRAIGHTEN REMOVE_TAKE_AWAY_KIDNAP
tail	CUT REMOVE_TAKE_AWAY_KIDNAP CHASE
flay	REMOVE_TAKE_AWAY_KIDNAP
disburden	REMOVE_TAKE_AWAY_KIDNAP
defoliate	REMOVE_TAKE_AWAY_KIDNAP
unharness	REMOVE_TAKE_AWAY_KIDNAP
defuse	REMOVE_TAKE_AWAY_KIDNAP
kidnap	REMOVE_TAKE_AWAY_KIDNAP
nobble	STEAL_DEPRIVE REMOVE_TAKE_AWAY_KIDNAP HURT_HARM_ACHE
uncrate	REMOVE_TAKE_AWAY_KIDNAP
prune	REMOVE_TAKE_AWAY_KIDNAP CUT
wean	REMOVE_TAKE_AWAY_KIDNAP BEFRIEND
ablactate	REMOVE_TAKE_AWAY_KIDNAP
tear-away	REMOVE_TAKE_AWAY_KIDNAP
tear-off	REMOVE_TAKE_AWAY_KIDNAP
unbox	REMOVE_TAKE_AWAY_KIDNAP
whizz	RUN MAKE_A_SOUND
whiz	MAKE_A_SOUND
whirr	MAKE_A_SOUND
whir	MAKE_A_SOUND
birr	MAKE_A_SOUND
purr	MAKE_A_SOUND
cackel	MAKE_A_SOUND
grumble	OPPOSE_REBEL_DISSENT MAKE_A_SOUND
growl	MAKE_A_SOUND
rumble	MAKE_A_SOUND
chitter	MAKE_A_SOUND
twitter	MAKE_A_SOUND
hum	MAKE_A_SOUND SING
chirr	MAKE_A_SOUND
quieten	MAKE_RELAX MAKE_A_SOUND
silence	MAKE_A_SOUND BLOCK
still	MAKE_RELAX MAKE_A_SOUND BLOCK
hush-up	MAKE_A_SOUND CLOUD_SHADOW_HIDE
cronk	MAKE_A_SOUND
clop	MAKE_A_SOUND
clunk	MAKE_A_SOUND
plunk	PUT_APPLY_PLACE_PAVE DECREASE MAKE_A_SOUND PULL
hoot	MAKE_A_SOUND
quaver	MAKE_A_SOUND SING
boom-out	MAKE_A_SOUND
cheep	MAKE_A_SOUND
chirp	MAKE_A_SOUND SING
chirrup	MAKE_A_SOUND
tick	SEW SIGNAL_INDICATE MAKE_A_SOUND
ticktock	MAKE_A_SOUND
ticktack	MAKE_A_SOUND
clink	MAKE_A_SOUND
squeak	MAKE_A_SOUND
screech	SHOUT MAKE_A_SOUND
creak	MAKE_A_SOUND
screak	SHOUT MAKE_A_SOUND
skreak	SHOUT MAKE_A_SOUND
reecho	MAKE_A_SOUND REPEAT
chirk	MAKE_A_SOUND
wrawl	MAKE_A_SOUND
yammer	OPPOSE_REBEL_DISSENT MAKE_A_SOUND
yowl	MAKE_A_SOUND
clangor	MAKE_A_SOUND
clangour	MAKE_A_SOUND
peal	MAKE_A_SOUND
quack	MAKE_A_SOUND DECEIVE
susurrate	MAKE_A_SOUND
bleep	MAKE_A_SOUND
blare	MAKE_A_SOUND
claxon	MAKE_A_SOUND
toot	MAKE_A_SOUND
backfire	BURN MAKE_A_SOUND RETURN
quiet	MAKE_RELAX MAKE_A_SOUND
quiesce	MAKE_A_SOUND
quiet-down	MAKE_A_SOUND
pipe-down	MAKE_A_SOUND
clank	MAKE_A_SOUND
churr	MAKE_A_SOUND
din	TEACH MAKE_A_SOUND
chug	MAKE_A_SOUND
mew	MAKE_A_SOUND
ting	MAKE_A_SOUND
troat	MAKE_A_SOUND
squeal	RECOGNIZE_ADMIT_IDENTIFY MAKE_A_SOUND
oink	MAKE_A_SOUND
patter	MAKE_A_SOUND METEOROLOGICAL
pitter-patter	MAKE_A_SOUND METEOROLOGICAL
meow	MAKE_A_SOUND
yelp	MAKE_A_SOUND
yip	MAKE_A_SOUND
yap	MAKE_A_SOUND
shout-down	MAKE_A_SOUND
hee-haw	MAKE_A_SOUND
hem-and-haw	MAKE_A_SOUND
blate	MAKE_A_SOUND
blat	MAKE_A_SOUND
baa	MAKE_A_SOUND
stridulate	MAKE_A_SOUND
clitter	MAKE_A_SOUND
cluck	MAKE_A_SOUND
haw	MAKE_A_SOUND
squall	MAKE_A_SOUND AIR
waul	MAKE_A_SOUND
wawl	MAKE_A_SOUND
grunt	MAKE_A_SOUND
shush	MAKE_A_SOUND
bombinate	MAKE_A_SOUND
bombilate	MAKE_A_SOUND
clatter	MAKE_A_SOUND
brattle	MAKE_A_SOUND
jingle	MAKE_A_SOUND
jingle-jangle	MAKE_A_SOUND
jangle	MAKE_A_SOUND
snort	MAKE_A_SOUND BREATH_BLOW
miaou	MAKE_A_SOUND
miaow	MAKE_A_SOUND
dissonate	WORSEN MAKE_A_SOUND
ruckle	PRESS_PUSH_FOLD MAKE_A_SOUND
gaggle	MAKE_A_SOUND
tweet	PRESS_PUSH_FOLD MAKE_A_SOUND
twirp	MAKE_A_SOUND
glug	MAKE_A_SOUND
chime	MAKE_A_SOUND
vroom	MAKE_A_SOUND
make-noise	MAKE_A_SOUND
resound	MAKE_A_SOUND REPEAT
noise	MAKE_A_SOUND
ring-out	MAKE_A_SOUND
scranch	MAKE_A_SOUND
scraunch	MAKE_A_SOUND
crackle	MAKE_A_SOUND DAMAGE
wolf-whistle	MAKE_A_SOUND
tinkle	MAKE_A_SOUND
tink	MAKE_A_SOUND
chink	FILL MAKE_A_SOUND DAMAGE
splat	MAKE_A_SOUND FLATTEN_SMOOTHEN
bong	MAKE_A_SOUND
moo	MAKE_A_SOUND
low	MAKE_A_SOUND
let-out	REVEAL MAKE_A_SOUND CHANGE_APPEARANCE/STATE INCREASE_ENLARGE_MULTIPLY
neigh	MAKE_A_SOUND
nicker	MAKE_A_SOUND
whicker	MAKE_A_SOUND
whinny	MAKE_A_SOUND
make-vibrant-sounds	MAKE_A_SOUND
sough	MAKE_A_SOUND
bellow	SHOUT MAKE_A_SOUND
crepitate	MAKE_A_SOUND
yawp	OPPOSE_REBEL_DISSENT MAKE_A_SOUND
shriek	MAKE_A_SOUND
shrill	MAKE_A_SOUND
clang	MAKE_A_SOUND
holler	SHOUT OPPOSE_REBEL_DISSENT MAKE_A_SOUND
hem	SEW MAKE_A_SOUND
caterwaul	MAKE_A_SOUND
caw	MAKE_A_SOUND
scrunch	PRESS_PUSH_FOLD MAKE_A_SOUND LIE
tsk	MAKE_A_SOUND
tut	MAKE_A_SOUND
tut-tut	MAKE_A_SOUND
resonate	AROUSE_WAKE_ENLIVEN MAKE_A_SOUND
sag	FALL_SLIDE_DOWN REDUCE_DIMINISH
droop	HANG REDUCE_DIMINISH
flag	LOAD_PROVIDE_CHARGE_FURNISH EMBELLISH SIGNAL_INDICATE WEAKEN REDUCE_DIMINISH
depress	PRESS_PUSH_FOLD REDUCE_DIMINISH CAUSE_MENTAL_STATE
thin	WEAKEN REDUCE_DIMINISH
shorten	DECREASE REDUCE_DIMINISH
chip-away	REDUCE_DIMINISH
chip-away-at	REDUCE_DIMINISH
tender	OFFER REDUCE_DIMINISH
tenderize	REDUCE_DIMINISH
tenderise	REDUCE_DIMINISH
cap	COVER_SPREAD_SURMOUNT REDUCE_DIMINISH
soften	PROTECT WEAKEN GIVE_UP_ABOLISH_ABANDON REDUCE_DIMINISH
scale-down	REDUCE_DIMINISH
decline	INCLINE WORSEN DECREASE REDUCE_DIMINISH REFUSE
slump	FALL_SLIDE_DOWN REDUCE_DIMINISH CHANGE_APPEARANCE/STATE
fall-off	SEPARATE_FILTER_DETACH REDUCE_DIMINISH
fall-away	DECREASE REDUCE_DIMINISH
subside	FALL_SLIDE_DOWN LOWER REDUCE_DIMINISH
lessen	DECREASE REDUCE_DIMINISH
derate	REDUCE_DIMINISH
lower	FACIAL_EXPRESSION LOWER REDUCE_DIMINISH DECREASE
sink	CHANGE_APPEARANCE/STATE LOWER DIP_DIVE FALL_SLIDE_DOWN CAVE_CARVE REDUCE_DIMINISH
detract	REDUCE_DIMINISH
plummet	REDUCE_DIMINISH
reef	DECREASE LOWER REDUCE_DIMINISH
cut-corners	REDUCE_DIMINISH
mitigate	REDUCE_DIMINISH
thin-out	DECREASE WEAKEN REDUCE_DIMINISH
shallow	REDUCE_DIMINISH
shoal	REDUCE_DIMINISH
slenderize	REDUCE_DIMINISH
slenderise	REDUCE_DIMINISH
mollify	MAKE_RELAX REDUCE_DIMINISH
wane	DECREASE REDUCE_DIMINISH
hedge	BLOCK ABSTAIN_AVOID_REFRAIN REDUCE_DIMINISH ENCLOSE_WRAP
telescope	PRESS_PUSH_FOLD REDUCE_DIMINISH
gnaw-at	REDUCE_DIMINISH
eat-at	REDUCE_DIMINISH
obtund	REDUCE_DIMINISH
minimize	DOWNPLAY_HUMILIATE REDUCE_DIMINISH
minimise	DOWNPLAY_HUMILIATE REDUCE_DIMINISH
shrink	MOVE_BACK DECREASE SPOIL REDUCE_DIMINISH
foreshorten	DECREASE REDUCE_DIMINISH
trim-down	REDUCE_DIMINISH
trim-back	REDUCE_DIMINISH
bring-down	IMPOSE LOWER CAUSE_MENTAL_STATE OPPOSE_REBEL_DISSENT LAND_GET_OFF REDUCE_DIMINISH
hold-in	ENCLOSE_WRAP REDUCE_DIMINISH CLOUD_SHADOW_HIDE
depreciate	DOWNPLAY_HUMILIATE DEBASE_ADULTERATE REDUCE_DIMINISH
season	COOK REDUCE_DIMINISH
mark-down	REDUCE_DIMINISH
ease-off	WEAKEN REDUCE_DIMINISH
let-up	DECREASE REDUCE_DIMINISH
cut-up	DAMAGE SEPARATE_FILTER_DETACH REDUCE_DIMINISH CUT
clip	RUN ATTACH REDUCE_DIMINISH CUT
deflate	DECREASE PRESS_PUSH_FOLD REDUCE_DIMINISH
narrow	FOCUS DECIDE_DETERMINE PRESS_PUSH_FOLD REDUCE_DIMINISH
puncture	HOLE_PIERCE REDUCE_DIMINISH
melt-off	REDUCE_DIMINISH
lose-weight	REDUCE_DIMINISH
slim	REDUCE_DIMINISH
slim-down	REDUCE_DIMINISH
extenuate	REDUCE_DIMINISH
astrogate	FLY MOVE_BY_MEANS_OF
windsurf	MOVE_BY_MEANS_OF
trot	RUN MOVE_BY_MEANS_OF
scull	MOVE_BY_MEANS_OF
water-ski	MOVE_BY_MEANS_OF
yacht	MOVE_BY_MEANS_OF
kayak	MOVE_BY_MEANS_OF
bicycle	MOVE_BY_MEANS_OF
bike	MOVE_BY_MEANS_OF
ride-horseback	MOVE_BY_MEANS_OF
canoe	MOVE_BY_MEANS_OF
bobsled	MOVE_BY_MEANS_OF
ice-skate	MOVE_BY_MEANS_OF
snowmobile	MOVE_BY_MEANS_OF
unicycle	MOVE_BY_MEANS_OF
mush	MOVE_BY_MEANS_OF
skateboard	MOVE_BY_MEANS_OF
toboggan	MOVE_BY_MEANS_OF
luge	MOVE_BY_MEANS_OF
balloon	INCREASE_ENLARGE_MULTIPLY MOVE_BY_MEANS_OF
boat	MOVE_BY_MEANS_OF
canter	MOVE_BY_MEANS_OF
motorbike	MOVE_BY_MEANS_OF
motorcycle	MOVE_BY_MEANS_OF
motor	MOVE_BY_MEANS_OF
coach	TEACH MOVE_BY_MEANS_OF
sit	WORK ASSIGN MOVE_BY_MEANS_OF WATCH_LOOK_OUT LIE
snowshoe	MOVE_BY_MEANS_OF
roller-skate	MOVE_BY_MEANS_OF
schuss	MOVE_BY_MEANS_OF
hydroplane	MOVE_BY_MEANS_OF
seaplane	MOVE_BY_MEANS_OF
tram	MOVE_BY_MEANS_OF
snowboard	MOVE_BY_MEANS_OF
caravan	MOVE_BY_MEANS_OF
